RecordID,RecordSubID_old,RecordSubID_new,Treatment,Treatment_Severity,TimeSinceFire_years,Study_Severity,Authors,Title,DOI,StudyType,VegCover,GFEDVegCover,Region,Lat,Lon,LiveC_Binary_Measurements,DeadC_Binary_Measurements,TreeAge_Binary_Measurements,Photosynthesis_Binary_Measurements,Sapflow_Binary_Measurements,NPP_Binary_Measurements,GPP_Binary_Measurements,NEP_Binary_Measurements,Ra_Binary_Measurements,NSC_Binary_Measurements,FoliarN_Binary_Measurements,WoodN_Binary_Measurements,PyCChar_Binary_Measurements,Emissions_Binary_Measurements,Regeneration_Binary_Measurements,BAI_treecores_Binary_Measurements,Isotopes_Binary_Measurements,MRT_Binary_Measurements,LiveC_units_StockData,PyC_units_StockData,DeadC_units_StockData,LitterC_units_StockData,TEC_units_StockData,ANPP_units_FluxData,GPP_units_FluxData,Ra_units_FluxData,NPP_units_FluxData,NEP_units_FluxData,Reco_units_FluxData,Photosynthesis_units_FluxData,EmissionsUnits_Emissions,Description_StockData,DescriptionNote_StockData,LiveWoodC_StockData,FoliageC_StockData,TotalLive_StockData,PyC_StockData,CWDC_StockData,FWDC_StockData,LitterC_StockData,TotalDead_StockData,TotalAboveground_StockData,TEC_StockData,ANPP_FluxData,GPP_FluxData,Ra_FluxData,NPP_FluxData,NEP_FluxData,Reco_FluxData,Photosynthesis_num_FluxData,LiveC_Emissions,DeadC_Emissions,ForestFloor_Emissions,LeafLitter_Emissions,TotalAbovegroundC_Emissions,Vcmax_text_Burned1_FluxData,Photosynthesis_text_Burned1_FluxData,BAI_text_Burned1_FluxData,UniqueID,LiveWoodC_StockData_MgC_ha,FoliageC_StockData_MgC_ha,TotalLive_StockData_MgC_ha,TotalAboveground_StockData_MgC_ha,PyC_StockData_MgC_ha,CWDC_StockData_MgC_ha,FWDC_StockData_MgC_ha,TotalDead_StockData_MgC_ha,LitterC_StockData_MgC_ha,TEC_StockData_MgC_ha,LiveWoodC_StockData_percent,FoliageC_StockData_percent,TotalLive_StockData_percent,TotalAboveground_StockData_percent,LitterC_StockData_percent,Biome,Biome_simple,ANPP_FluxData_g_m2,ANPP_FluxData_g_m2_unit,GPP_FluxData_g_m2,GPP_FluxData_g_m2_unit,NPP_FluxData_g_m2,NPP_FluxData_g_m2_unit,NEP_FluxData_g_m2,NEP_FluxData_g_m2_unit,Reco_FluxData_g_m2,Reco_FluxData_g_m2_unit,Photosynthesis_FluxData_g_m2,Photosynthesis_FluxData_g_m2_unit
187,1,2,Burn,Burned,73,Mixed,"Burton, Jamie E.; Bennett, Lauren T.; Kasel, Sabine; Nitschke, Craig R.; Tanase, Mihai A.; Fairman, Thomas A.; Parker, Linda; Fedrigo, Melissa; Aponte, Cristina","Fire, drought and productivity as drivers of dead wood biomass in eucalypt forests of south-eastern Australia",10.1016/j.foreco.2020.118859,Wildfire,eucalypt forest,TEMF,Australia,-35.95,141.35,1,1,All,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Mg_per_hectare,NA,Mg_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,NA,475,NA,NA,NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187_2,228,NA,NA,NA,NA,19.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
187,1,3,Burn,Burned,73,Mixed,"Burton, Jamie E.; Bennett, Lauren T.; Kasel, Sabine; Nitschke, Craig R.; Tanase, Mihai A.; Fairman, Thomas A.; Parker, Linda; Fedrigo, Melissa; Aponte, Cristina","Fire, drought and productivity as drivers of dead wood biomass in eucalypt forests of south-eastern Australia",10.1016/j.foreco.2020.118859,Wildfire,eucalypt forest,TEMF,Australia,-35.95,141.35,1,1,All,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,Mg_per_hectare,NA,Mg_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,200,200,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,187_3,96,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mediterranean Forests, Woodlands & Scrub",Mediterranean,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1,1,Control,Unburned,2,Low,"Butler, Orpheus M.; Elser, James J.; Lewis, Tom; Maunsell, Sarah C.; Rashti, Mehran Rezaei; Chen, Chengrong","The multi-element stoichiometry of wet eucalypt forest is transformed by recent, frequent fire | SpringerLink",10.1007/s11104-019-04397-z,RxFire,eucalyptus,TEMF,Australia,-26.8,152.8,1,0,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g_per_m2,NA,NA,g_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,NA,NA,NA,NA,NA,NA,1393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190_1,NA,NA,NA,NA,NA,NA,NA,NA,6.6864,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
190,1,2,Burn,HighFrequency,2,Low,"Butler, Orpheus M.; Elser, James J.; Lewis, Tom; Maunsell, Sarah C.; Rashti, Mehran Rezaei; Chen, Chengrong","The multi-element stoichiometry of wet eucalypt forest is transformed by recent, frequent fire | SpringerLink",10.1007/s11104-019-04397-z,RxFire,eucalyptus,TEMF,Australia,-26.8,152.8,1,0,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,g_per_m2,NA,NA,g_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighFrequency,NA,NA,NA,NA,NA,NA,NA,1669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,190_2,NA,NA,NA,NA,NA,NA,NA,NA,8.0112,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,1,Control,Unburned,5,Low,"Butler, Orpheus M.; Lewis, Tom; Chen, Chengrong",Prescribed fire alters foliar stoichiometry and nutrient resorption in the understorey of a subtropical eucalypt forest | SpringerLink,10.1007/s11104-016-2995-x,RxFire,eucalyptus,TEMF,Australia,-27.5,153.1,1,0,Understory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Unburned,Unburned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
192,1,2,Burn,HighFrequency,5,Low,"Butler, Orpheus M.; Lewis, Tom; Chen, Chengrong",Prescribed fire alters foliar stoichiometry and nutrient resorption in the understorey of a subtropical eucalypt forest | SpringerLink,10.1007/s11104-016-2995-x,RxFire,eucalyptus,TEMF,Australia,-27.5,153.1,1,0,Understory,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,HighFrequency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,192_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,1,Control,Unburned,2,Low,"Butler, Orpheus M.; Lewis, Tom; Rashti, Mehran Rezaei; Chen, Chengrong",Frontiers | Long-Term Fire Regime Modifies Carbon and Nutrient Dynamics in Decomposing Eucalyptus pilularis Leaf Litter (frontiersin.org),10.3389/ffgc.2020.00022,NA,eucalyptus,TEMF,Australia,-26.8666667,152.85,1,0,All,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_gram_initialC_per_day,Unburned,Unburned,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,194_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,2,Burn,HighFrequency,2,Low,"Butler, Orpheus M.; Lewis, Tom; Rashti, Mehran Rezaei; Chen, Chengrong",Frontiers | Long-Term Fire Regime Modifies Carbon and Nutrient Dynamics in Decomposing Eucalyptus pilularis Leaf Litter (frontiersin.org),10.3389/ffgc.2020.00022,NA,eucalyptus,TEMF,Australia,-26.8666667,152.85,1,0,All,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_gram_initialC_per_day,HighFrequency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.45,NA,NA,NA,NA,194_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
194,1,3,Burn,ModFrequency,2,Low,"Butler, Orpheus M.; Lewis, Tom; Rashti, Mehran Rezaei; Chen, Chengrong",Frontiers | Long-Term Fire Regime Modifies Carbon and Nutrient Dynamics in Decomposing Eucalyptus pilularis Leaf Litter (frontiersin.org),10.3389/ffgc.2020.00022,NA,eucalyptus,TEMF,Australia,-26.8666667,152.85,1,0,All,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,mgC_per_gram_initialC_per_day,ModFrequency,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,194_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1,1,Control,NA,11,High,"Cai, Wen H.; Yang, Jian",High-severity fire reduces early successional boreal larch forest aboveground productivity by shifting stand density in north-eastern China (csiro.au),10.1071/WF15026,Wildfire,Larch - pine forest,BORF,China,51.5631,-122.4214,0,0,All,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,yr,NA,NA,NA,NA,NA,NA
198,1,2,Burn,LowSeverity,11,High,"Cai, Wen H.; Yang, Jian",High-severity fire reduces early successional boreal larch forest aboveground productivity by shifting stand density in north-eastern China (csiro.au),10.1071/WF15026,Wildfire,Larch - pine forest,BORF,China,51.5631,-122.4214,0,0,All,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,LowSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,280,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,280,yr,NA,NA,NA,NA,NA,NA
198,1,3,Burn,HighSeverity,11,High,"Cai, Wen H.; Yang, Jian",High-severity fire reduces early successional boreal larch forest aboveground productivity by shifting stand density in north-eastern China (csiro.au),10.1071/WF15026,Wildfire,Larch - pine forest,BORF,China,51.5631,-122.4214,0,0,All,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,HighSeverity,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,200,yr,NA,NA,NA,NA,NA,NA
218,1,1,Control,PreFire,0.2,Low,"Carlo, Nicholas J.; Renninger, Heidi J.; Clark, Kenneth L.; Schafer, Karina V. R.",Impacts of prescribed fire on Pinus rigida Mill. in upland forests of the Atlantic Coastal Plain | Tree Physiology | Oxford Academic (oup.com),10.1093/treephys/tpw044,RxFire,Pinus rigida,TEMF,USA,39.5327,-74.3446,0,0,Mature,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,g_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,PreFire,NA,NA,NA,NA,NA,NA,NA,650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218_1,NA,NA,NA,NA,NA,NA,NA,NA,3.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,2,2,Control,PreFire,0.2,Low,"Carlo, Nicholas J.; Renninger, Heidi J.; Clark, Kenneth L.; Schafer, Karina V. R.",Impacts of prescribed fire on Pinus rigida Mill. in upland forests of the Atlantic Coastal Plain | Tree Physiology | Oxford Academic (oup.com),10.1093/treephys/tpw044,RxFire,Oak-pine forest,TEMF,USA,39.5327,-74.3446,0,0,Mature,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,g_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,PreFire,NA,NA,NA,NA,NA,NA,NA,750,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218_2,NA,NA,NA,NA,NA,NA,NA,NA,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
218,3,3,Control,PreFire,0.2,Low,"Carlo, Nicholas J.; Renninger, Heidi J.; Clark, Kenneth L.; Schafer, Karina V. R.",Impacts of prescribed fire on Pinus rigida Mill. in upland forests of the Atlantic Coastal Plain | Tree Physiology | Oxford Academic (oup.com),10.1093/treephys/tpw044,RxFire,Cedar-pine forest,TEMF,USA,39.5327,-74.3446,0,0,Mature,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,NA,NA,NA,g_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,PreFire,NA,NA,NA,NA,NA,NA,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,218_3,NA,NA,NA,NA,NA,NA,NA,NA,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
255,1,1,Control,Control_ref,1,Low,"Chiang, Jyh-Min; McEwan, Ryan W.; Yaussy, Daniel A.; Brown, Kim J.",nrs_2008_chiang_002.pdf (usda.gov),10.1016/j.foreco.2007.11.016,RxFire,oak-hickory,TEMF,USA,39.2,-82.46,1,1,All,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,kg_per_hectare,NA,kg_per_hectare,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,235000,NA,NA,NA,NA,1100,NA,NA,NA,NA,NA,555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255_1,NA,NA,112.8,NA,NA,NA,NA,0.528,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,555,yr,NA,NA,NA,NA,NA,NA
255,2,2,Control,Control_ref,4,Low,"Chiang, Jyh-Min; McEwan, Ryan W.; Yaussy, Daniel A.; Brown, Kim J.",nrs_2008_chiang_002.pdf (usda.gov),10.1016/j.foreco.2007.11.016,RxFire,oak-hickory,TEMF,USA,39.2,-82.46,1,1,All,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,kg_per_hectare,NA,kg_per_hectare,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,Control_ref,NA,NA,NA,250000,NA,NA,NA,NA,1200,NA,NA,NA,NA,NA,385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255_2,NA,NA,120,NA,NA,NA,NA,0.576,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,385,yr,NA,NA,NA,NA,NA,NA
255,1,3,Burn,LowSeverity,1,Low,"Chiang, Jyh-Min; McEwan, Ryan W.; Yaussy, Daniel A.; Brown, Kim J.",nrs_2008_chiang_002.pdf (usda.gov),10.1016/j.foreco.2007.11.016,RxFire,oak-hickory,TEMF,USA,39.2,-82.46,1,1,All,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,kg_per_hectare,NA,kg_per_hectare,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,LowSeverity,NA,NA,NA,240000,NA,NA,NA,NA,5000,NA,NA,NA,NA,NA,570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255_3,NA,NA,115.2,NA,NA,NA,NA,2.4,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,570,yr,NA,NA,NA,NA,NA,NA
255,2,4,Burn,LowSeverity,4,Low,"Chiang, Jyh-Min; McEwan, Ryan W.; Yaussy, Daniel A.; Brown, Kim J.",nrs_2008_chiang_002.pdf (usda.gov),10.1016/j.foreco.2007.11.016,RxFire,oak-hickory,TEMF,USA,39.2,-82.46,1,1,All,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,kg_per_hectare,NA,kg_per_hectare,NA,NA,NA,NA,NA,gC_per_m2_per_yr,NA,NA,NA,NA,LowSeverity,NA,NA,NA,230000,NA,NA,NA,NA,8000,NA,NA,NA,NA,NA,380,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,255_4,NA,NA,110.4,NA,NA,NA,NA,3.84,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,380,yr,NA,NA,NA,NA,NA,NA
269,1,1,Control,Control_ref,5,Mixed,"Clason, Alana J.; Farnell, Ingrid; Lilles, Erica B.",Frontiers | Carbon 5–60 Years After Fire: Planting Trees Does Not Compensate for Losses in Dead Wood Stores (frontiersin.org),10.3389/ffgc.2022.868024,Wildfire,spruce-fir,BORF,Canada,54.86102707,-124.9344269,1,1,All,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mg_per_hectare,NA,Mg_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Control_ref,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
269,1,2,Burn,Burned,5,Mixed,"Clason, Alana J.; Farnell, Ingrid; Lilles, Erica B.",Frontiers | Carbon 5–60 Years After Fire: Planting Trees Does Not Compensate for Losses in Dead Wood Stores (frontiersin.org),10.3389/ffgc.2022.868024,Wildfire,spruce-fir,BORF,Canada,54.86102707,-124.9344269,1,1,All,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Mg_per_hectare,NA,Mg_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Burned,NA,0.7,NA,NA,NA,16.2,3.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,269_2,0.336,NA,NA,NA,NA,7.776,1.728,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Conifer Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,1,1,Control,PreFire,0.1,Mixed,"Clay, Gareth D.; Worrall, Fred",Charcoal production in a UK moorland wildfire – How important is it? - ScienceDirect,10.1016/j.jenvman.2010.10.006,Wildfire,Moorland,PEAT,United Kingdom,51.5476,-1.7237,1,0,All,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,gC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,PreFire,NA,NA,NA,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271_1,NA,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
271,1,2,Burn,ModSeverity,0.1,Mixed,"Clay, Gareth D.; Worrall, Fred",Charcoal production in a UK moorland wildfire – How important is it? - ScienceDirect,10.1016/j.jenvman.2010.10.006,Wildfire,Moorland,PEAT,United Kingdom,51.5476,-1.7237,1,0,All,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,gC_per_m2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,ModSeverity,NA,NA,NA,23.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,271_2,NA,NA,0.2335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,1,1,Control,Control_ref,4,Low,"Collins, Luke; Bradstock, Ross; Ximenes, Fabiano; Horsey, Bronwyn; Sawyer, Robert; Penman, Trent",Aboveground forest carbon shows different responses to fire frequency in harvested and unharvested forests - Collins - 2019 - Ecological Applications - Wiley Online Library,10.1002/eap.1815,RxFire,eucalypt forst,TEMF,Australia,-37.14,149.38,1,1,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MgC_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MgC_per_hectare,Control_ref,NA,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283_1,NA,NA,180,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,1,2,Burn,ModFrequency,4,Low,"Collins, Luke; Bradstock, Ross; Ximenes, Fabiano; Horsey, Bronwyn; Sawyer, Robert; Penman, Trent",Aboveground forest carbon shows different responses to fire frequency in harvested and unharvested forests - Collins - 2019 - Ecological Applications - Wiley Online Library,10.1002/eap.1815,RxFire,eucalypt forst,TEMF,Australia,-37.14,149.38,1,1,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MgC_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MgC_per_hectare,ModFrequency,NA,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103,NA,NA,NA,283_2,NA,NA,190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
283,1,3,Burn,HighFrequency,4,Low,"Collins, Luke; Bradstock, Ross; Ximenes, Fabiano; Horsey, Bronwyn; Sawyer, Robert; Penman, Trent",Aboveground forest carbon shows different responses to fire frequency in harvested and unharvested forests - Collins - 2019 - Ecological Applications - Wiley Online Library,10.1002/eap.1815,RxFire,eucalypt forst,TEMF,Australia,-37.14,149.38,1,1,All,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,MgC_per_hectare,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,MgC_per_hectare,HighFrequency,NA,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,283_3,NA,NA,175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Temperate Broadleaf & Mixed Forests,TemperateForest,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
315,1,1,Control,NA,2,Mixed,"Daniels, Quanita Farrah; Throop, Heather L.","Ecophysiological responses of Terminalia sericea to fire history in a semi-arid woodland savanna, central Namibia - ScienceDirect",10.1016/j.sajb.2021.10.023,Wildfire,Terminalia sericea,SAVA,Namibia,-20.3051,17.1445,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315_1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec
315,2,2,Control,NA,3,Mixed,"Daniels, Quanita Farrah; Throop, Heather L.","Ecophysiological responses of Terminalia sericea to fire history in a semi-arid woodland savanna, central Namibia - ScienceDirect",10.1016/j.sajb.2021.10.023,Wildfire,Terminalia sericea,SAVA,Namibia,-20.3051,17.1445,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,umolCO2_per_m2_per_sec,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,315_2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Tropical & Subtropical Grasslands, Savannas & Shrublands",TropicalGrassland,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,sec
